"precisao","ciclos"
0.0696526,7380
0.069488,7390
0.0694177,7400
0.0692893,7410
0.0691877,7420
0.069123,7430
0.0690221,7440
0.0689582,7450
0.06886,7460
0.0687007,7470
0.0686023,7480
0.0685076,7490
0.0684399,7500
0.0683155,7510
0.0682209,7520
0.0681869,7530
0.0680603,7540
0.0679681,7550
0.0678718,7560
0.0677801,7570
0.0676855,7580
0.0675952,7590
0.0675008,7600
0.0674081,7610
0.0672873,7620
0.067256,7630
0.067076,7640
0.0670152,7650
0.0669245,7660
0.0668632,7670
0.0667448,7680
0.0666556,7690
0.066567,7700
0.0664783,7710
0.0663911,7720
0.0663307,7730
0.0662131,7740
0.066128,7750
0.0660949,7760
0.0659783,7770
0.0658912,7780
0.0658336,7790
0.0656942,7800
0.0656331,7810
0.0655229,7820
0.0654646,7830
0.0653775,7840
0.0652675,7850
0.0651835,7860
0.0651006,7870
0.065044,7880
0.0649087,7890
0.0648781,7900
0.0647717,7910
0.0647135,7920
0.0646077,7930
0.0645237,7940
0.0644675,7950
0.0644137,7960
0.0643056,7970
0.0642014,7980
0.0641197,7990
0.0640645,8000
0.0639606,8010
0.0639057,8020
0.0638272,8030
0.0637487,8040
0.063646,8050
0.0635925,8060
0.063516,8070
0.0634383,8080
0.0633586,8090
0.0632593,8100
0.0631573,8110
0.0631531,8120
0.0630047,8130
0.0630001,8140
0.0628993,8150
0.0628253,8160
0.0627247,8170
0.0626497,8180
0.0625518,8190
0.0625022,8200
0.0624495,8210
0.0623527,8220
0.0623036,8230
0.06223,8240
0.062155,8250
0.0620815,8260
0.0620088,8270
0.0619154,8280
0.0618642,8290
0.0617699,8300
0.0617202,8310
0.061649,8320
0.0615777,8330
0.0614859,8340
0.0614579,8350
0.0613427,8360
0.0612736,8370
0.0612468,8380
0.0611542,8390
0.0610842,8400
0.0609946,8410
0.0609032,8420
0.0608565,8430
0.060807,8440
0.0607383,8450
0.0606279,8460
0.0606025,8470
0.0605341,8480
0.0604443,8490
0.0603766,8500
0.0603096,8510
0.0602628,8520
0.0601753,8530
0.0601295,8540
0.0600619,8550
0.0599957,8560
0.0599104,8570
0.0598434,8580
0.0597777,8590
0.0597321,8600
0.0596264,8610
0.0596215,8620
0.059517,8630
0.0594707,8640
0.0593874,8650
0.0593228,8660
0.0592588,8670
0.0591952,8680
0.0591505,8690
0.0590862,8700
0.0590045,8710
0.0589414,8720
0.0588782,8730
0.0588347,8740
0.058733,8750
0.0587095,8760
0.0586088,8770
0.0585659,8780
0.0585052,8790
0.0584434,8800
0.0583988,8810
0.0583373,8820
0.0582955,8830
0.058215,8840
0.0581734,8850
0.0580937,8860
0.0580342,8870
0.0579921,8880
0.0579133,8890
0.0578177,8900
0.0577939,8910
0.0577344,8920
0.057657,8930
0.0575987,8940
0.0575747,8950
0.0574796,8960
0.0574033,8970
0.0573627,8980
0.057322,8990
0.0572644,9000
0.0572064,9010
0.0571313,9020
0.0570901,9030
0.0570154,9040
0.0569586,9050
0.0569356,9060
0.0568782,9070
0.0567871,9080
0.0567296,9090
