"precisao","ciclos"
0.161003,5
0.203416,10
0.238815,15
0.276624,20
0.301217,25
0.349664,30
0.387869,35
0.402075,40
0.43458,45
0.441747,50
0.452998,55
0.470004,60
0.469382,65
0.481828,70
0.482155,75
0.479832,80
0.493025,85
0.488655,90
0.493047,95
0.498638,100
0.505601,105
0.499821,110
0.496344,115
0.496928,120
0.502196,125
0.501789,130
0.495482,135
0.504068,140
0.503469,145
0.502195,150
0.509749,155
0.501946,160
0.502733,165
0.498113,170
0.502743,175
0.490686,180
0.50386,185
0.496849,190
0.509235,195
0.504453,200
0.496365,205
0.503464,210
0.498655,215
0.498022,220
0.51101,225
0.496731,230
0.49876,235
0.497701,240
0.499055,245
0.503588,250
0.499205,255
0.50303,260
0.496811,265
0.496448,270
0.496889,275
0.497889,280
0.496273,285
0.490431,290
0.502791,295
0.503019,300
0.502619,305
0.497174,310
0.510145,315
0.503339,320
0.509645,325
0.501915,330
0.502587,335
0.491732,340
0.495935,345
0.498753,350
0.503607,355
0.497875,360
0.508255,365
0.491501,370
0.502425,375
0.502799,380
0.494993,385
0.503529,390
0.497688,395
0.492394,400
0.495604,405
0.502179,410
0.495938,415
0.497014,420
0.500933,425
0.502697,430
0.501823,435
0.500603,440
0.50915,445
0.501514,450
0.503706,455
0.488867,460
0.497674,465
0.497874,470
0.50319,475
0.502232,480
0.497639,485
0.503589,490
0.501636,495
0.491684,500
0.49815,505
0.49058,510
0.502153,515
0.503785,520
0.502899,525
0.503284,530
0.497403,535
0.491501,540
0.497324,545
0.494486,550
0.495456,555
0.50208,560
0.49444,565
0.502209,570
0.501562,575
0.493847,580
0.500201,585
0.496545,590
0.495826,595
0.502039,600
0.506953,605
0.500934,610
0.501406,615
0.487601,620
0.495732,625
0.5015,630
0.50799,635
0.493552,640
0.495588,645
0.500292,650
0.493808,655
0.499733,660
0.493014,665
0.486984,670
0.493896,675
0.488292,680
0.500979,685
0.495085,690
0.501124,695
0.501361,700
0.501673,705
0.494081,710
0.494961,715
0.501828,720
0.493999,725
0.500767,730
0.493465,735
0.501005,740
0.50179,745
0.487364,750
0.494978,755
0.499972,760
0.501607,765
0.500043,770
0.492101,775
0.486359,780
0.505927,785
0.499438,790
0.498554,795
0.487669,800
0.493994,805
0.49284,810
0.498553,815
0.487846,820
0.494659,825
0.495757,830
0.494762,835
0.499754,840
0.494383,845
0.500063,850
0.493443,855
0.500088,860
0.493724,865
0.499995,870
0.492583,875
0.498542,880
0.497811,885
0.498076,890
0.49931,895
0.485435,900
0.491855,905
0.498712,910
0.498097,915
0.49838,920
0.49925,925
0.49744,930
0.491743,935
0.485385,940
0.492729,945
0.498748,950
0.500132,955
0.491897,960
0.504628,965
0.485717,970
0.499178,975
0.498239,980
0.498437,985
0.49799,990
0.49134,995
0.497912,1000
0.496221,1005
0.484267,1010
0.490923,1015
0.497624,1020
0.497902,1025
0.497107,1030
0.490557,1035
0.496637,1040
0.496576,1045
0.497667,1050
0.498931,1055
0.491471,1060
0.490877,1065
0.49674,1070
0.501914,1075
0.488464,1080
0.495583,1085
0.496757,1090
0.496123,1095
0.489939,1100
0.488693,1105
0.490203,1110
0.494685,1115
0.495677,1120
0.494802,1125
0.481918,1130
0.489448,1135
0.482696,1140
0.488123,1145
0.482269,1150
0.490392,1155
0.487086,1160
0.494501,1165
0.492177,1170
0.486098,1175
0.492868,1180
0.487036,1185
0.488498,1190
0.491664,1195
0.480718,1200
0.487133,1205
0.484695,1210
0.495239,1215
0.493537,1220
0.487421,1225
0.48896,1230
0.492857,1235
0.484196,1240
0.497581,1245
0.490339,1250
0.489282,1255
0.489871,1260
0.482944,1265
0.492075,1270
